train_loss,epoch,step,val_loss,val_acc
2.371992349624634,0,49,,
2.4293055534362793,0,99,,
2.3484761714935303,0,149,,
,0,167,2.3540074825286865,0.17436662316322327
2.383209228515625,1,199,,
2.210540771484375,1,249,,
2.164982318878174,1,299,,
,1,335,2.274610757827759,0.19672131538391113
2.2520060539245605,2,349,,
2.115485668182373,2,399,,
2.0281949043273926,2,449,,
2.1563498973846436,2,499,,
,2,503,2.1998960971832275,0.2295081913471222
2.286194324493408,3,549,,
2.0095767974853516,3,599,,
2.0472958087921143,3,649,,
,3,671,2.1681952476501465,0.2563338279724121
1.8250651359558105,4,699,,
1.9703516960144043,4,749,,
2.1803317070007324,4,799,,
,4,839,2.1422007083892822,0.2667660117149353
2.0681090354919434,5,849,,
1.8281521797180176,5,899,,
2.1038424968719482,5,949,,
2.186669111251831,5,999,,
,5,1007,2.104356050491333,0.27272728085517883
2.0733091831207275,6,1049,,
2.0682809352874756,6,1099,,
1.9842438697814941,6,1149,,
,6,1175,2.0847625732421875,0.26974666118621826
1.9464995861053467,7,1199,,
1.887014627456665,7,1249,,
2.0664899349212646,7,1299,,
,7,1343,2.073988676071167,0.2935916483402252
1.9405521154403687,8,1349,,
1.9216766357421875,8,1399,,
1.8485125303268433,8,1449,,
1.727079153060913,8,1499,,
,8,1511,2.053962230682373,0.2771982252597809
1.9812110662460327,9,1549,,
1.9094001054763794,9,1599,,
1.816583514213562,9,1649,,
,9,1679,2.0215346813201904,0.283159464597702
2.0504610538482666,10,1699,,
2.062798500061035,10,1749,,
1.8138054609298706,10,1799,,
,10,1847,1.975173830986023,0.3323397934436798
1.7918897867202759,11,1849,,
1.6594582796096802,11,1899,,
2.1486892700195312,11,1949,,
1.629230260848999,11,1999,,
,11,2015,2.001328945159912,0.3353204131126404
1.9538028240203857,12,2049,,
1.8376410007476807,12,2099,,
1.9831233024597168,12,2149,,
,12,2183,1.9915156364440918,0.31743666529655457
1.8266000747680664,13,2199,,
1.9530646800994873,13,2249,,
1.8496975898742676,13,2299,,
1.5806868076324463,13,2349,,
,13,2351,1.9531368017196655,0.342771977186203
1.7237799167633057,14,2399,,
1.836498498916626,14,2449,,
1.5352543592453003,14,2499,,
,14,2519,1.9753183126449585,0.32041728496551514
1.6225255727767944,15,2549,,
1.4881943464279175,15,2599,,
1.7646887302398682,15,2649,,
,15,2687,2.001167058944702,0.32637855410575867
1.6772187948226929,16,2699,,
1.7433133125305176,16,2749,,
1.6590790748596191,16,2799,,
1.3922935724258423,16,2849,,
,16,2855,1.9392242431640625,0.3412816822528839
1.6216868162155151,17,2899,,
1.7042325735092163,17,2949,,
1.8281514644622803,17,2999,,
,17,3023,1.9918551445007324,0.33084946870803833
1.6812106370925903,18,3049,,
1.673013687133789,18,3099,,
1.3009226322174072,18,3149,,
,18,3191,1.978266716003418,0.3412816822528839
1.6401479244232178,19,3199,,
1.536107063293457,19,3249,,
1.7918339967727661,19,3299,,
1.6643109321594238,19,3349,,
,19,3359,1.9505298137664795,0.35618481040000916
1.370316982269287,20,3399,,
1.5608735084533691,20,3449,,
1.698049783706665,20,3499,,
,20,3527,1.972303867340088,0.36661699414253235
1.7038573026657104,21,3549,,
1.3649413585662842,21,3599,,
1.163062334060669,21,3649,,
,21,3695,2.0384318828582764,0.3353204131126404
