train_loss,epoch,step,val_loss,val_acc
2.373114824295044,0,49,,
2.373450994491577,0,99,,
2.3782148361206055,0,149,,
,0,167,2.3853189945220947,0.11624441295862198
2.221510648727417,1,199,,
2.221104145050049,1,249,,
2.264535427093506,1,299,,
,1,335,2.2516725063323975,0.19672131538391113
2.2525625228881836,2,349,,
2.256711483001709,2,399,,
2.0665814876556396,2,449,,
2.2785439491271973,2,499,,
,2,503,2.1963980197906494,0.24292100965976715
2.053272247314453,3,549,,
2.070514678955078,3,599,,
2.2133452892303467,3,649,,
,3,671,2.1860761642456055,0.23099851608276367
1.9052165746688843,4,699,,
2.083622455596924,4,749,,
2.0897669792175293,4,799,,
,4,839,2.148270606994629,0.2578241527080536
1.8751648664474487,5,849,,
2.102116346359253,5,899,,
1.9030131101608276,5,949,,
1.970816969871521,5,999,,
,5,1007,2.123570203781128,0.28017884492874146
2.0003812313079834,6,1049,,
2.110414981842041,6,1099,,
2.0948119163513184,6,1149,,
,6,1175,2.132986307144165,0.2652757167816162
1.9668112993240356,7,1199,,
2.0033154487609863,7,1249,,
2.0584518909454346,7,1299,,
,7,1343,2.128859758377075,0.2667660117149353
2.032217264175415,8,1349,,
2.1440930366516113,8,1399,,
1.7951369285583496,8,1449,,
1.83012855052948,8,1499,,
,8,1511,2.058631181716919,0.29955291748046875
2.1208462715148926,9,1549,,
1.8143030405044556,9,1599,,
1.8280112743377686,9,1649,,
,9,1679,2.070530891418457,0.2950819730758667
1.768550992012024,10,1699,,
1.7307038307189941,10,1749,,
1.911223292350769,10,1799,,
,10,1847,2.046560287475586,0.28912070393562317
1.9914718866348267,11,1849,,
2.020925283432007,11,1899,,
2.0964696407318115,11,1949,,
2.084986925125122,11,1999,,
,11,2015,2.058244466781616,0.30849477648735046
1.8484818935394287,12,2049,,
2.0362069606781006,12,2099,,
1.844586968421936,12,2149,,
,12,2183,2.0529897212982178,0.31892696022987366
1.651832103729248,13,2199,,
1.4948525428771973,13,2249,,
1.8977965116500854,13,2299,,
1.6912308931350708,13,2349,,
,13,2351,2.0525152683258057,0.3129657208919525
1.6116137504577637,14,2399,,
2.126478433609009,14,2449,,
2.1069352626800537,14,2499,,
,14,2519,2.0687787532806396,0.29955291748046875
1.5804121494293213,15,2549,,
1.6850359439849854,15,2599,,
1.7305293083190918,15,2649,,
,15,2687,1.9947296380996704,0.32637855410575867
1.6442562341690063,16,2699,,
1.8253934383392334,16,2749,,
1.7862930297851562,16,2799,,
1.838977336883545,16,2849,,
,16,2855,2.0234804153442383,0.314456045627594
1.762355923652649,17,2899,,
1.395351529121399,17,2949,,
1.4463902711868286,17,2999,,
,17,3023,2.00160813331604,0.32935917377471924
1.8059147596359253,18,3049,,
1.6001989841461182,18,3099,,
1.61379873752594,18,3149,,
,18,3191,1.9990158081054688,0.33084946870803833
1.2889235019683838,19,3199,,
1.803106427192688,19,3249,,
1.4566078186035156,19,3299,,
1.5288622379302979,19,3349,,
,19,3359,2.051978588104248,0.3457525968551636
1.5167995691299438,20,3399,,
1.4945049285888672,20,3449,,
1.5159803628921509,20,3499,,
,20,3527,1.9881846904754639,0.3532041609287262
1.7818313837051392,21,3549,,
1.4110108613967896,21,3599,,
1.454532504081726,21,3649,,
,21,3695,2.059922695159912,0.314456045627594
1.619529128074646,22,3699,,
1.3186262845993042,22,3749,,
1.8668371438980103,22,3799,,
