train_loss,epoch,step,val_loss
2.375504493713379,0,49,
2.374039888381958,0,99,
2.2718677520751953,0,149,
,0,167,2.3708715438842773
2.463010311126709,1,199,
2.2991654872894287,1,249,
2.165925979614258,1,299,
,1,335,2.226480722427368
2.3167290687561035,2,349,
2.4408133029937744,2,399,
2.192401170730591,2,449,
2.1330671310424805,2,499,
,2,503,2.171926736831665
2.276470422744751,3,549,
1.9155715703964233,3,599,
2.1564605236053467,3,649,
,3,671,2.1808605194091797
1.9030436277389526,4,699,
2.2762937545776367,4,749,
2.093322992324829,4,799,
,4,839,2.160536766052246
2.2243709564208984,5,849,
2.0109128952026367,5,899,
2.1192984580993652,5,949,
2.3092293739318848,5,999,
,5,1007,2.1143088340759277
2.0358405113220215,6,1049,
2.0358777046203613,6,1099,
2.044264793395996,6,1149,
,6,1175,2.1132309436798096
2.0923688411712646,7,1199,
2.012282609939575,7,1249,
2.114480972290039,7,1299,
,7,1343,2.0759143829345703
2.008289337158203,8,1349,
1.9678782224655151,8,1399,
1.77862548828125,8,1449,
2.0837466716766357,8,1499,
,8,1511,2.101919412612915
1.8816834688186646,9,1549,
1.686213493347168,9,1599,
2.0478639602661133,9,1649,
,9,1679,2.040689706802368
1.9834909439086914,10,1699,
1.8811793327331543,10,1749,
1.5463025569915771,10,1799,
,10,1847,2.0966317653656006
1.6976326704025269,11,1849,
1.5518815517425537,11,1899,
1.7309284210205078,11,1949,
1.8486896753311157,11,1999,
,11,2015,2.0588085651397705
1.5922913551330566,12,2049,
1.6501997709274292,12,2099,
1.9048599004745483,12,2149,
,12,2183,2.038879156112671
1.7082799673080444,13,2199,
1.6382296085357666,13,2249,
1.5234647989273071,13,2299,
1.6292188167572021,13,2349,
,13,2351,1.9927178621292114
1.8734948635101318,14,2399,
1.8714200258255005,14,2449,
1.8104124069213867,14,2499,
,14,2519,1.9510085582733154
1.3929710388183594,15,2549,
1.5561022758483887,15,2599,
1.8938539028167725,15,2649,
,15,2687,2.059685707092285
1.5852569341659546,16,2699,
1.8263202905654907,16,2749,
1.2827740907669067,16,2799,
1.5689646005630493,16,2849,
,16,2855,2.009631633758545
1.5298551321029663,17,2899,
1.372517704963684,17,2949,
1.5806634426116943,17,2999,
,17,3023,2.032209634780884
1.6215171813964844,18,3049,
1.3960481882095337,18,3099,
1.3340855836868286,18,3149,
,18,3191,1.999550461769104
1.4740461111068726,19,3199,
1.5762302875518799,19,3249,
1.3799785375595093,19,3299,
1.2515324354171753,19,3349,
,19,3359,2.0101499557495117
1.2823565006256104,20,3399,
1.6758246421813965,20,3449,
1.3091201782226562,20,3499,
,20,3527,2.0344207286834717
1.520208716392517,21,3549,
1.3811724185943604,21,3599,
1.4244927167892456,21,3649,
,21,3695,2.0619282722473145
1.3803094625473022,22,3699,
1.1432757377624512,22,3749,
1.7811038494110107,22,3799,
1.3194538354873657,22,3849,
,22,3863,2.1181960105895996
1.066264271736145,23,3899,
1.4131957292556763,23,3949,
1.219403862953186,23,3999,
,23,4031,2.082374095916748
1.0246418714523315,24,4049,
1.274009346961975,24,4099,
1.2760154008865356,24,4149,
0.9635566473007202,24,4199,
,24,4199,2.1661298274993896
1.1386102437973022,25,4249,
1.0615237951278687,25,4299,
1.4525856971740723,25,4349,
,25,4367,2.2080557346343994
1.2666773796081543,26,4399,
0.941858172416687,26,4449,
1.6508740186691284,26,4499,
,26,4535,2.223813056945801
1.219770073890686,27,4549,
1.2672032117843628,27,4599,
1.1477603912353516,27,4649,
1.2367569208145142,27,4699,
,27,4703,2.2733752727508545
1.0945435762405396,28,4749,
1.1753976345062256,28,4799,
1.3102785348892212,28,4849,
,28,4871,2.299823522567749
1.093571424484253,29,4899,
0.6555551886558533,29,4949,
0.6775433421134949,29,4999,
,29,5039,2.3457114696502686
0.7973660826683044,30,5049,
1.1197408437728882,30,5099,
1.0054365396499634,30,5149,
0.7906466722488403,30,5199,
,30,5207,2.365887403488159
0.892296314239502,31,5249,
0.6494134664535522,31,5299,
0.8954760432243347,31,5349,
,31,5375,2.3801021575927734
0.6171596050262451,32,5399,
0.7792329788208008,32,5449,
0.7449517250061035,32,5499,
,32,5543,2.424426555633545
1.1566715240478516,33,5549,
0.7259329557418823,33,5599,
0.7547495365142822,33,5649,
0.8407776355743408,33,5699,
,33,5711,2.5573174953460693
0.7022123336791992,34,5749,
0.7286694645881653,34,5799,
0.6794794201850891,34,5849,
,34,5879,2.516948699951172
0.5164995789527893,35,5899,
0.7516751885414124,35,5949,
0.8797476291656494,35,5999,
,35,6047,2.615762233734131
0.5774890780448914,36,6049,
0.7534120082855225,36,6099,
0.6400986313819885,36,6149,
0.7724694609642029,36,6199,
,36,6215,2.6396586894989014
0.7290134429931641,37,6249,
0.8535178899765015,37,6299,
0.7358449697494507,37,6349,
,37,6383,2.647331714630127
0.7513067722320557,38,6399,
0.5739032626152039,38,6449,
0.8000606894493103,38,6499,
0.489387571811676,38,6549,
,38,6551,2.702622413635254
0.6765361428260803,39,6599,
0.8386626243591309,39,6649,
0.6136286854743958,39,6699,
,39,6719,2.7455382347106934
0.5127741694450378,40,6749,
0.7108217477798462,40,6799,
0.6398618817329407,40,6849,
,40,6887,2.7252941131591797
0.4937007427215576,41,6899,
0.5976483821868896,41,6949,
0.46483752131462097,41,6999,
0.7194831371307373,41,7049,
,41,7055,2.810992479324341
0.7203420400619507,42,7099,
0.8202120065689087,42,7149,
0.7237623929977417,42,7199,
,42,7223,2.8463752269744873
0.5157709121704102,43,7249,
0.7311683893203735,43,7299,
0.6208652257919312,43,7349,
,43,7391,3.08945369720459
0.6871617436408997,44,7399,
0.485453724861145,44,7449,
0.680305540561676,44,7499,
0.43515264987945557,44,7549,
,44,7559,2.994264602661133
0.45574596524238586,45,7599,
0.3309127390384674,45,7649,
0.47834348678588867,45,7699,
,45,7727,3.0678491592407227
0.6808245182037354,46,7749,
0.3432685434818268,46,7799,
0.7566606402397156,46,7849,
,46,7895,3.1189284324645996
0.7980852723121643,47,7899,
0.46526163816452026,47,7949,
0.3406984210014343,47,7999,
0.3733634352684021,47,8049,
,47,8063,3.269847869873047
0.6610884666442871,48,8099,
0.38655170798301697,48,8149,
0.6920638680458069,48,8199,
,48,8231,3.110041856765747
0.7187245488166809,49,8249,
0.4132652282714844,49,8299,
0.4706032872200012,49,8349,
0.7766410112380981,49,8399,
,49,8399,3.1387875080108643
0.5361175537109375,50,8449,
0.6317134499549866,50,8499,
0.46107327938079834,50,8549,
,50,8567,3.2825794219970703
0.2860245108604431,51,8599,
0.5526363849639893,51,8649,
0.8852589726448059,51,8699,
